,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Poster,Metascore,imdbRating,BoxOffice,Production
339,Lansky,2021,R,25 Jun 2021,119 min,"Biography, Crime, Drama",Eytan Rockaway,"Eytan Rockaway, Robert Rockaway","Harvey Keitel, Sam Worthington, John Magaro","When the aging Meyer Lansky is investigated by the Feds, who suspect he has stashed away millions of dollars over half a century, the retired gangster reveals the untold truth about his life as the boss of the National Crime Syndicat",English,https://m.media-amazon.com/images/M/MV5BZWM4Y2E0MzgtYmM3MS00Mzc3LTk0YjktNWE2ZTMzMDBkMjJhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SX300.jpg,42,6.3,"$55,068",N/A
340,Without Getting Killed or Caught,2021,N/A,16 Mar 2021,95 min,Documentary,"Tamara Saviano, Paul Whitfield","Bart Knaggs, Tamara Saviano","Jo Harvey Allen, Terry Allen, Guy Clark","Guy Clark, the dean of Texas songwriters, struggles to write poetic songs while balancing a complicated marriage with wife Susanna, and a deep friendship with writer Townes Van Zandt, on whom Susanna forged a passionate dependence.",English,https://m.media-amazon.com/images/M/MV5BOWYxZGI4YTctZTliNi00YjNlLTg0NmEtMDZkNGZkNzQ4NjJjXkEyXkFqcGdeQXVyMTA1NTkyNzYz._V1_SX300.jpg,N/A,8.1,"$54,730",N/A
341,Son,2021,Not Rated,05 Mar 2021,98 min,"Horror, Thriller",Ivan Kavanagh,Ivan Kavanagh,"Andi Matichak, Emile Hirsch, Luke David Blumm","When a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",English,https://m.media-amazon.com/images/M/MV5BZDRmNDZlZTUtOTQwOS00NTAwLTg5OTktNzIzZjQ2OTk5NGU2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,54,5.6,"$210,840",N/A
342,My Salinger Year,2020,R,05 Mar 2021,101 min,Drama,Philippe Falardeau,"Philippe Falardeau, Joanna Smith Rakoff","Margaret Qualley, Sigourney Weaver, Douglas Booth","A college grad takes a clerical job working for the literary agent of the renowned, reclusive writer J.D. Salinger.",English,https://m.media-amazon.com/images/M/MV5BMjEzNDM4YWMtZWE5Ny00MTliLWEzY2ItODU0NmE2ZTUzMDhlXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,50,6.4,N/A,N/A
343,Truman,2015,TV-14,07 Apr 2017,108 min,"Comedy, Drama",Cesc Gay,"Tomàs Aragay, Cesc Gay","Ricardo Darín, Javier Cámara, Dolores Fonzi","Julián receives an unexpected visit from his friend Tomás, who lives in Canada. The two men, accompanied by Julián's faithful dog, Truman, will share emotional and surprising moments prompted by Julián's complicated situation.","Spanish, English",https://m.media-amazon.com/images/M/MV5BZGI3ZjI3ZTgtMmUwMy00YTgzLWIyYzQtMzg3ZWMyMjVlYThmXkEyXkFqcGdeQXVyMzE1ODcwNDc@._V1_SX300.jpg,81,7.3,"$51,760",N/A
344,The Nowhere Inn,2020,N/A,17 Sep 2021,91 min,"Comedy, Drama, Horror",Bill Benz,"Carrie Brownstein, St. Vincent","St. Vincent, Ezra Buzzington, Toko Yasuda","St. Vincent sets out to make a documentary about her music, but when she hires a close friend to direct, notions of reality, identity, and authenticity grow increasingly distorted and bizarre.",English,https://m.media-amazon.com/images/M/MV5BMTE0ZjI2MjktMTg5Ny00NjJiLWJjYTUtZmRjZGM5MWE3ZTI5XkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,61,5.4,"$52,786","Dandelion Production Inc, Komuna, Film Danas"
345,Ema,2019,R,13 Aug 2021,107 min,"Drama, Music, Romance",Pablo Larraín,"Guillermo Calderón, Pablo Larraín, Alejandro Moreno","Mariana Di Girólamo, Gael García Bernal, Santiago Cabrera",A couple deals with the aftermath of an adoption that goes awry as their household falls apart.,Spanish,https://m.media-amazon.com/images/M/MV5BOTBhNjFmNjEtYjNkMS00ZDA4LWIwZjItZWY4ZjU2NWE4Zjc3XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,71,6.8,"$52,733","Magnolia Mae Films, Baby Cow Productions, Metalwork Pictures, Amusement Park Films, Warner Bros. Film Productions Germany, Electrick Films"
346,Dara iz Jasenovca,2020,R,05 Feb 2021,130 min,"Drama, War",Predrag Antonijevic,Natasa Drakulic,"Biljana Cekic, Zlatan Vidovic, Anja Stanic",Follows the story of a young girl named Dara who is sent to a concentration camp in Croatia during World War 2.,"Serbian, German",https://m.media-amazon.com/images/M/MV5BYjA2NWY5M2YtZTZiNi00Y2IxLTk0NzgtYjQxYjYxNjVkMjM1XkEyXkFqcGdeQXVyOTIxNTAyMzU@._V1_SX300.jpg,N/A,8.9,"$51,386","Parisienne de Production, arte France Cinéma, Société Parisienne de Production, 4 1/2 Film, ZDF/Arte, Roy Andersson Filmproduktion AB, Essential Filmproduktion GmbH, Film Capital Stockholm"
347,My Zoe,2019,R,26 Feb 2021,100 min,Drama,Julie Delpy,Julie Delpy,"Julie Delpy, Sophia Ally, Richard Armitage",A divorced mother looks to protect her daughter after an unexpected tragedy.,"English, French",https://m.media-amazon.com/images/M/MV5BMWI2Yjc3YmUtMzVhZS00OGM3LTgwMWItZWM1MWM0YjAxZjZhXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,59,5.9,N/A,N/A
348,Om det oändliga,2019,N/A,30 Apr 2021,78 min,"Drama, Fantasy",Roy Andersson,Roy Andersson,"Jessica Louthander, Tatiana Delaunay, Anders Hellström","With ABOUT ENDLESSNESS, Roy Andersson adds to his cinematic oeuvre with a reflection on human life in all its beauty and cruelty, its splendour and banality.",Swedish,https://m.media-amazon.com/images/M/MV5BNTYwZTYxYTgtZGYxMi00MjFmLWE4YTAtMDIzMTljN2Y2MmZmXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SX300.jpg,87,6.9,"$50,439",N/A
349,In Balanchine's Classroom,2021,N/A,17 Sep 2021,89 min,Documentary,Connie Hochman,N/A,"Merrill Ashley, George Balanchine, Jacques d'Amboise",IN BALANCHINE'S CLASSROOM takes us back to the glory years of George Balanchine's New York City Ballet through the remembrances of his former dancers and their quest to fulfill the vision of a genius.,English,https://m.media-amazon.com/images/M/MV5BMTExZWJhZDctZDAwZi00OTcyLTlhY2QtNDQ0YjA4ZjZlN2RiXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SX300.jpg,N/A,8.1,N/A,Buena Vista (Walt Disney)
350,The Vigil,2019,PG-13,26 Feb 2021,89 min,"Horror, Mystery, Thriller",Keith Thomas,Keith Thomas,"Dave Davis, Menashe Lustig, Malky Goldman","A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity, in writer-director Keith Thomas' electrifying feature debut.","English, Yiddish, Hebrew",https://m.media-amazon.com/images/M/MV5BOGY2MDAxNTEtNjJhOC00ZjNmLWIyYzAtNzQ4OGY2MDBkYTc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,69,5.7,"$7,320",N/A
351,Last Call,2002,Not Rated,25 May 2002,96 min,"Biography, Drama",Henry Bromell,"Henry Bromell, Frances Kroll Ring (book)","Jeremy Irons, Neve Campbell, Sissy Spacek, Shannon Lawson","Renowned writer F. Scott Fitzgerald is living the last months of his life with his youthful secretary, confidant and protege who later wrote a memoir of their time together.",English,https://m.media-amazon.com/images/M/MV5BMTQ5Njc3MzQxOF5BMl5BanBnXkFtZTcwOTI4NDQyMQ@@._V1_SX300.jpg,N/A,6.5,"$45,200",N/A
352,Azor,2021,N/A,10 Sep 2021,100 min,Drama,Andreas Fontana,"Andreas Fontana, Mariano Llinás","Elli Medeiros, Fabrizio Rongione, Stéphanie Cléau","Yvan De Wiel, a private banker from Geneva, goes to Argentina in the midst of a dictatorship to replace his partner, the object of the most worrying rumours, who disappeared overnight.","French, Spanish, English",https://m.media-amazon.com/images/M/MV5BM2RkOWEzNGQtYmU5OC00NGY1LWFiYzEtYTZlMzJiNDM3Y2Y5XkEyXkFqcGdeQXVyMTI0MjI0NTc0._V1_SX300.jpg,85,6.6,"$43,492",N/A
353,MLK/FBI,2020,TV-PG,15 Jan 2021,104 min,Documentary,Sam Pollard,"Benjamin Hedin, Laura Tomaselli","Martin Luther King, J. Edgar Hoover, David Garrow","Based on newly declassified files, Sam Pollard's resonant film explores the US government's surveillance and harassment of Martin Luther King, Jr.",English,https://m.media-amazon.com/images/M/MV5BMmVkN2EzNzMtMGMxNS00YzliLWE1NDItM2U3NTA3MDVkMGNjXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,81,6.9,"$44,736",N/A
354,Some Kind of Heaven,2020,N/A,15 Jan 2021,81 min,Documentary,Lance Oppenheim,N/A,"Dennis Dean, Lynn Henry, Anne Kincer","Behind the gates of a palm tree-lined fantasyland, four residents of America's largest retirement community, The Villages, FL, strive to find solace and meaning.",English,https://m.media-amazon.com/images/M/MV5BMjNkZjgyMmEtMzBjMi00ZmM3LWFlMTYtODQ3NzNhZjAzZWU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,73,7.2,"$33,237",N/A
355,Death Rider in the House of Vampires,2021,Not Rated,27 Aug 2021,92 min,"Horror, Western",Glenn Danzig,Glenn Danzig,"Devon Sawa, Julian Sands, Kim Director","In the Wild West, the mysterious Death Rider enters a dangerous Vampire Sanctuary where the price of admission is a one female virgin.",English,https://m.media-amazon.com/images/M/MV5BZjY1ODY2M2YtOGQ4Zi00NWE5LWEwOWYtNTUxNmE0ZDZkZGE1XkEyXkFqcGdeQXVyMTQ3ODkwMjc@._V1_SX300.jpg,N/A,4.5,"$41,598",N/A
356,Celle que vous croyez,2019,N/A,27 Feb 2019,101 min,"Drama, Romance",Safy Nebbou,"Camille Laurens, Safy Nebbou, Julie Peyr","Juliette Binoche, Nicole Garcia, François Civil","Claire, a 50-year-old divorced teacher, creates a fake Facebook profile of a 24-year-old woman. She finds a photo of a pretty young blonde and uses it. She has created an entirely fictional character, but why?",French,https://m.media-amazon.com/images/M/MV5BNzk1OWZiMTYtNmY0Ny00YWI4LWIzMzMtZTFkNjc0MmZlNGQyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,70,6.9,"$8,148","Myriad Pictures, New South Wales Film &amp; Television Office"
357,Senior Moment,2021,N/A,26 Mar 2021,92 min,"Comedy, Drama, Romance",Giorgio Serafini,"Kurt Brungardt, Christopher Momenee","William Shatner, Jean Smart, Don McManus","After drag racing his vintage convertible around Palm Springs, a retired NASA test pilot loses his license. Forced to take public transportation, he meets Caroline and learns to navigate love and life again.",English,https://m.media-amazon.com/images/M/MV5BYjVkMWNhODItMzhkNy00MmEyLTk5ZTQtYTM0MWMyYTg2OWQwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg,41,5.9,"$37,266",N/A
358,Little Fish,2005,R,08 Sep 2005,114 min,"Crime, Drama, Romance",Rowan Woods,Jacquelin Perske,"Cate Blanchett, Sam Neill, Hugo Weaving",A woman trying to escape her past becomes embroiled in a drug deal.,"Vietnamese, English",https://m.media-amazon.com/images/M/MV5BOTE1YWQ2ZDktZTlmYS00MzhiLThjNjItYjZlY2E5N2U4YjMwXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg,77,6.2,"$376,050",N/A
359,"All Light, Everywhere",2021,N/A,04 Jun 2021,105 min,Documentary,Theo Anthony,N/A,"Theo Anthony, Keaver Brenai, Robert Cunniff","A far-ranging look at the biases in how we see things, focusing on the use of police body cameras.",English,https://m.media-amazon.com/images/M/MV5BODg1YjFiYzktZjNlOC00ZjI5LWE5ZDAtMmIyZWJhZDM0OTZiXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,76,6.8,"$35,696",N/A
360,The Human Factor,1979,R,01 Jan 1980,115 min,"Drama, Romance, Thriller",Otto Preminger,"Graham Greene, Tom Stoppard","Richard Attenborough, Nicol Williamson, Derek Jacobi","When a leak of information in the African section of British Intelligence is discovered, security man Daintry is brought in to investigate.",English,https://m.media-amazon.com/images/M/MV5BODYwMzY4MjE0MF5BMl5BanBnXkFtZTgwNjg0MDMxMDE@._V1_SX300.jpg,62,6.1,"$21,161",N/A
361,Mainstream,2020,R,07 May 2021,94 min,"Comedy, Drama",Gia Coppola,"Tom Stuart, Gia Coppola","Andrew Garfield, Maya Hawke, Nat Wolff","In this cautionary tale, three people struggle to preserve their identities as they form an eccentric love triangle within the fast-moving internet age.",English,https://m.media-amazon.com/images/M/MV5BMmJjNGUxYjAtMTI0MS00ZTNlLWJmYTAtYzczOGM4NWRkMDBlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,36,4.9,"$29,760",N/A
362,Old Henry,2021,N/A,01 Oct 2021,99 min,Western,Potsy Ponciroli,Potsy Ponciroli,"Tim Blake Nelson, Scott Haze, Gavin Lewis","An action western about a farmer who takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into que",English,https://m.media-amazon.com/images/M/MV5BM2ViYWUzODctMGU2ZS00NzRjLThmOTAtYTUyOTE3OTFkYmI2XkEyXkFqcGdeQXVyNjc3MjE2MTY@._V1_SX300.jpg,68,7.4,"$228,498","Confetti Productions Ltd., BBC, Wasted Talent"
363,Cryptozoo,2021,N/A,20 Aug 2021,95 min,Animation,Dash Shaw,Dash Shaw,"Lake Bell, Michael Cera, Emily Davis","Cryptozookeepers try to capture a Baku, a dream-eating hybrid creature of legend, and start wondering if they should display these beasts or keep them hidden and unknown.",English,https://m.media-amazon.com/images/M/MV5BYjM2ODIxMzMtYzE2NS00Njg3LTliYTYtYjRjZGMwZTQ0YzkwXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_SX300.jpg,75,6.4,"$28,037",N/A
364,Confetti,2006,R,05 May 2006,100 min,"Comedy, Music, Romance",Debbie Isitt,Debbie Isitt,"Martin Freeman, Jessica Hynes, Stephen Mangan",A mockumentary that follows three couples as they battle it out to win the coveted title of 'Most Original Wedding of the Year'.,English,https://m.media-amazon.com/images/M/MV5BMTM1MDA2MDE3N15BMl5BanBnXkFtZTYwNDIwNTM3._V1_SX300.jpg,57,5.7,"$32,934",N/A
365,Bloody Hell,2020,R,14 Jan 2021,93 min,"Action, Comedy, Horror",Alister Grierson,Robert Benjamin,"Ben O'Toole, Meg Fraser, Caroline Craig","A man with a mysterious past flees the country to escape his own personal hell - only to arrive somewhere much, much worse.","English, Finnish",https://m.media-amazon.com/images/M/MV5BNThhZmMzZDEtYWQ4NS00Mzg0LTk3YjctZjM2Y2E5NTk5NGEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,52,6.6,"$32,124",N/A
366,The God Committee,2021,N/A,02 Jul 2021,98 min,Thriller,Austin Stark,"Austin Stark, Mark St. Germain","Kelsey Grammer, Julia Stiles, Colman Domingo","An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",N/A,https://m.media-amazon.com/images/M/MV5BMDU1N2QyMjktYzM2NC00ZDMzLWEzNTYtZDdiN2VmYWU5YWFjXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,48,5.6,"$30,932",N/A
367,Yakuza Princess,2021,R,07 Oct 2021,111 min,Thriller,Vicente Amorim,"Vicente Amorim, Danilo Beyruth, Kimi Lee","MASUMI, Jonathan Rhys Meyers, Tsuyoshi Ihara",The heiress to half of the Yakuza crime syndicate forges an uneasy alliance with an amnesiac stranger who believes an ancient sword binds their two fates. She must unleash war against the other half of the syndicate who wants her dea,English,https://m.media-amazon.com/images/M/MV5BMmFhM2YxYzMtZGU0Ny00Nzg3LTkzODUtMDZjYjVhZGEzZTJhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,34,4.4,"$30,134","Razor Film Produktion GmbH, Al Mansour Est. for Audiovisual Media, NDR"
368,Monday,2020,R,16 Apr 2021,116 min,"Drama, Romance",Argyris Papadimitropoulos,"Rob Hayes, Argyris Papadimitropoulos","Sebastian Stan, Denise Gough, Yorgos Pirpassopoulos","A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?","English, Greek",https://m.media-amazon.com/images/M/MV5BYTg4NWQ4ODEtMmQ3Zi00N2JlLTgzNDEtMDMzYjNkODUzODE5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,58,6.1,"$29,262",N/A
369,The Perfect Candidate,2019,N/A,14 May 2021,104 min,"Comedy, Drama",Haifaa Al-Mansour,"Haifaa Al-Mansour, Brad Niemann","Mila Al Zahrani, Dae Al Hilali, Nora Al Awad",A determined young Saudi doctor's surprise run for office in the local city elections sweeps up her family and community as they struggle to accept their town's first female candidate.,"Arabic, English",https://m.media-amazon.com/images/M/MV5BZjE2NzYxZTUtNDhmYS00YWRhLTg2Y2YtN2M5NTRmOTg5OGMxXkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,71,6.5,"$29,183",N/A
370,Trigger Point,2021,Not Rated,16 Apr 2021,85 min,"Action, Mystery, Thriller",Brad Turner,Michael Vickerman,"Barry Pepper, Colm Feore, Eve Harlow","Follows Nicolas Shaw, a retired U.S. special operative who becomes part of an elite ""invisible"" team that quietly takes out the worst villains around the world.",N/A,https://m.media-amazon.com/images/M/MV5BY2NhMjMxNzMtMDIwMC00NzQwLWI4N2ItMTVkNzNhOGIxMDJmXkEyXkFqcGdeQXVyMTMwMjY1MTY2._V1_SX300.jpg,N/A,4.9,"$29,151",N/A
371,Settlers,2021,N/A,23 Jul 2021,103 min,"Drama, Sci-Fi, Thriller",Wyatt Rockefeller,Wyatt Rockefeller,"Sofia Boutella, Ismael Cruz Cordova, Brooklynn Prince",Mankind's earliest settlers on the Martian frontier do what they must to survive the cosmic elements and each other.,English,https://m.media-amazon.com/images/M/MV5BNjAzYjM1OTUtYjNlZC00MzI1LTk3MGItMzg3MzA1NmJmMzVjXkEyXkFqcGdeQXVyMTE1MzI2NzIz._V1_SX300.jpg,56,4.7,"$28,706","Hunting Lane Films, Level Forward, Feigco Entertainment"
372,La daronne,2020,N/A,16 Jul 2021,104 min,"Comedy, Crime, Drama",Jean-Paul Salomé,"Hannelore Cayre, Jean-Paul Salomé, Antoine Salomé","Isabelle Huppert, Hippolyte Girardot, Farida Ouchani",A translator working for the police gets involved in the other side of drug dealing.,"French, Arabic, Yiddish",https://m.media-amazon.com/images/M/MV5BMWQxYjNiOGYtZDNiOC00OWY2LTkxNjQtY2VhODYzNDk5ZjE3XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_SX300.jpg,58,6.2,N/A,N/A
373,Holler,2020,R,11 Jun 2021,90 min,Drama,Nicole Riegel,Nicole Riegel,"Pamela Adlon, Jessica Barden, Austin Amelio","To pay for her education, and the chance of a better life, a young woman joins a dangerous scrap metal crew.",English,https://m.media-amazon.com/images/M/MV5BNmU0ZTA3OTktMmI3MC00OWM1LWJmMzgtZDIyN2ZmNDk2YjYwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,76,6.2,N/A,N/A
374,Das geheime Leben der Bäume,2020,PG,23 Jan 2020,101 min,Documentary,"Jörg Adolph, Jan Haft","Jörg Adolph, Peter Wohlleben","Peter Wohlleben, Achim Bogdahn, Markus Lanz","When Peter Wohlleben published his book ""The Hidden Life of Trees"" in 2015, he quickly entered bestseller lists. The forester wrote vividly about his experience that trees are able to communicate with each other, a thesis explored he","German, Korean, English, Polish",https://m.media-amazon.com/images/M/MV5BODhmOWZlZWEtZTAwZi00MzkzLWEyY2UtNDQwOWI2ZDUyYjMyXkEyXkFqcGdeQXVyNjY1MjIwMDI@._V1_SX300.jpg,73,7.0,N/A,N/A
375,Prisoners of the Ghostland,2021,N/A,17 Sep 2021,103 min,"Action, Horror, Sci-Fi",Sion Sono,"Aaron Hendry, Reza Sixo Safai","Nicolas Cage, Sofia Boutella, Nick Cassavetes",A notorious criminal must break an evil curse in order to rescue an abducted girl who has mysteriously disappeared.,"English, Japanese, Mandarin, French",https://m.media-amazon.com/images/M/MV5BYTE3YWU3MjYtYTAxYy00ODQ0LTg3MDQtMmNjMDU3MDRlNTY2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,53,4.2,"$27,744",N/A
376,Falling for Figaro,2020,N/A,01 Oct 2021,104 min,"Comedy, Romance",Ben Lewin,"Ben Lewin, Allen Palmer","Gary Lewis, Joanna Lumley, Danielle Macdonald",A brilliant young fund manager leaves her unfulfilling job and long-term boyfriend to chase her lifelong dream of becoming an opera singer in the Scottish Highlands.,English,https://m.media-amazon.com/images/M/MV5BZGRiYTM2NDItMGRlMS00ZmM5LWEwMGYtMTE2MDMwM2ZjOWU4XkEyXkFqcGdeQXVyMTg1MzYyMzQ@._V1_SX300.jpg,N/A,8.5,"$27,588",N/A
377,"Ma Belle, My Beauty",2021,N/A,20 Aug 2021,93 min,"Drama, Romance",Marion Hill,Marion Hill,"Idella Johnson, Hannah Pepper, Lucien Guignard",A surprise reunion in the South of France reignites passions and jealousies between two women who were formerly polyamorous lovers.,"English, French",https://m.media-amazon.com/images/M/MV5BMjU5NjJhZWItYjcwZC00OGNkLTkzZTctMDYxOGNlNjM3ODFmXkEyXkFqcGdeQXVyMTI4Mjg4MjA@._V1_SX300.jpg,65,6.0,"$27,558",N/A
378,Jakob's Wife,2021,Not Rated,16 Apr 2021,98 min,Horror,Travis Stevens,"Mark Steensland, Kathy Charles, Travis Stevens","Barbara Crampton, Larry Fessenden, Bonnie Aarons","Anne, married to a small-town Minister, feels her life has been shrinking over the past 30 years. Encountering ""The Master"" brings her a new sense of power and an appetite to live bolder. However, the change comes with a heavy body c",English,https://m.media-amazon.com/images/M/MV5BYWQ5NjMxMTQtMWEyMi00ZGZiLWE4YTYtZDlmZmY5MGY3YTA5XkEyXkFqcGdeQXVyMjQxMTQ4ODA@._V1_SX300.jpg,59,5.5,"$26,114",N/A
379,Our Ladies,2019,R,18 Jun 2021,106 min,"Comedy, Drama",Michael Caton-Jones,"Michael Caton-Jones, Alan Sharp, Alan Warner","Abigail Lawrie, Rona Morison, Marli Siu","In 1990s Scotland, a group of Catholic school girls get an opportunity to go into Edinburgh for a choir competition, but they're more interested in drinking, partying and hooking up than winning the competition.",English,https://m.media-amazon.com/images/M/MV5BMTgyMDE2NzctNjQyMi00OWU5LTgxZTctZjY5ZjZjMjQ5ZjI3XkEyXkFqcGdeQXVyMTEzMjE1MjAy._V1_SX300.jpg,N/A,6.9,"$25,386",N/A
